wine_id,text
15615,"Smooth, complex fizz. Biscuit nose. Lemon and green apple. Tart, with a hint of sweetness in the full body that then turns to high acidity."
15615,"Nose is an excellent tropical like pineapple, fresh apple. Medium bubbles. Taste is very crisp, pleasant lemon and apple notes."
1209439,"More complex you might expect for a pinot. Full palate of red berries (cherry, strawberry, cranberry) underlined with earthy notes and oak hints."
1209439,"Cherry and tobacco on the nose, raspberry and blackberry on the tongue, nice clean finish. If this is what comes from the San Andreas Fault, bring it on!"
1209439,"Top Pinot noir from Hirsch. Wonderful Pinot nose of herbs, spice, earth and fruit. Balanced on the palate with plenty of complex notes on the finish ."
1209439,"Lovey nose of wild strawberries, leather and black pepper. Juicy with a dry finish. Palate follows the nose. Complex and balanced. On par with a high quality Burgundy Pinot Noir"
1209439,"Outstanding. This wine says hello! Fruit is solid. Acidity is there. Strawberry, roses, raspberry, Hirsch Vineyards has made another great wine out of Sonoma. Easy to drink."
1209439,4.4: well balanced Pinot with great structure. Red fruit forward with strawberry notes shining through. Subtle tertiary underlying notes with a medium finish. Great wine
1209439,"Medium ruby colour. A floral and perfumes nose with lavender and violets. Medium (+) acid and medium (+) silky tannins. Medium (+) flavour intensity with raspberry, violets, red cherry and cedar notes. Medium finish"
1209439,"Ripe strawberry dominates the palate up front, then it progresses to a lightly spicy cedar finish. Vibrant red berry notes with a smooth mouthfeel. It paired well with lamb lollipops at the wine tasting event. 6.21.18"
1209439,"San Andreas Fault is the signature wine of Hirsch. Grapes are from 5 clones planted at 30 positions and hence represent the estate. Stored 17 months on french oak which 35% is new. It is non filtered and not cleared Style is cold climate PN with excellent balance between fruit and acidity. Palette is strawberry, raspberry, cranberries hints of liquorice. Medium finish. Well done! "
1209439,"Smokier than most Sonoma Pinots - light ABV but cherry, pepper, and that hint of smoke. Excellent especially 15% off at Astor."
